 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1
1997748,202305,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,Tower ZZZ,Air Carrier,B737-800,,2,Part 121,IFR,Passenger,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Main Gear Tire,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,,Distraction; Workload; Situational Awareness; Time Pressure,,,1997748,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Other / Unknown; Ground Event / Encounter Weather / Turbulence,,N,Person Flight Crew,,Aircraft Aircraft Damaged; Flight Crew Rejected Takeoff,Aircraft; Weather,Ambiguous,Accelerating for takeoff at approximately 130 knots; V1 was 150 kts ; with the first officer as pilot flying the aircraft abruptly yawed left approximately 15 to 20deg and the first officer I believe corrected with rudder input. I thought we had had an engine failure and aborted the takeoff. We decelerated the aircraft as smoothly as possible and exited the runway. During the rollout we were able to discern that the engine had not failed; but were unclear on what may have happened. The first officer then mentioned that he thought he saw a piece of paper blowing across the runway indicating that perhaps there was a dust devil in the area of the runway.  We brought the aircraft to a stop on the taxiway.  Approximately five minutes after this; a company ops car came by to assess the situation and communicated to the tower who communicated to us that the two left main tires had blown. We then set about coordinating with company to have passengers transported back to terminal as the aircraft could not be taxied. At this point in time; my only guess is that a significant wind event took place at that part of the runway; causing the aircraft to move as it did. It was as close to a simulator engine failure as I could ever imagine. The ATIS at that time was just showing a normal day for ZZZ. I don't know how I could stop the wind from blowing the way it did; but I recommend continued training in rejected take offs in the simulator.,,,,Air carrier captain reported a rejected takeoff after the aircraft began to yaw and was unable to correct it. After inspection it was discovered two main tires had blown and a suspected dust devil may have been in the immediate area.
1997883,202305,0001-0600,ZZZ.Airport,US,,,0,,,VMC,,,Night,,,,Air Carrier,Any Unknown or Unlisted Aircraft Manufacturer,,,Part 121,,Passenger,,Parked,,,N,N,N,N,Scheduled Maintenance,Installation; Inspection; Testing,,,,,,,,,,,,,,,,,,Gear Pins,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Technician,Maintenance Airframe; Maintenance Powerplant,,,Situational Awareness; Human-Machine Interface; Confusion; Communication Breakdown,Party1 Maintenance; Party2 Maintenance,,1997883,Aircraft X,Flight Deck,Air Carrier,Technician; Lead Technician,Maintenance Airframe; Maintenance Powerplant,,,Confusion; Time Pressure; Human-Machine Interface; Communication Breakdown,Party1 Maintenance; Party2 Maintenance,,1997880,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural FAR,,N,Person Maintenance,Routine Inspection,Aircraft Aircraft Damaged; General Maintenance Action,Aircraft; Human Factors; Procedure,Human Factors,Lead assigned me and Person A to gear door checks on Aircraft X. We slugged the gear in prep for the test. I was on the ground while Person A and Inspector Person B went to the cockpit. I took off door locks; and at this time the locks were still on the gears. I cleared hydraulics; closed gear doors. Then informed by Person A that the slugs needed to be removed; to be in the correct configuration and then reinstalled. I put the slugs back on and informed the cockpit and Person A started the test. I was standing by the right gear and saw the actuator attempt to raise the gear; with it flexing slightly-at that point I realized the locks had been removed from the gear. I turned towards the nose and it had begun to retract. The aircraft had lowered and came to rest on the right hand door stand with the weight of the aircraft supported by the entry door resting on the door stand; it stayed this way for 30-45 seconds until the right entry door broke at the fitting and the entire nose hit the ground.,,On this day being the Crew Chief I was assigned the task of working 2 aircraft. Aircraft X was close to being completed. The only job left before we went outside to do an engine run leak check was to operate the gear doors with slugs on the gear. During this time I was going back and forth to Aircraft Y which had a engine fuel nozzle installation and due to manpower I had 3 probationary mechanics working it so I was more interested in keeping an eye on them. On Aircraft X I had 2 people undocking the aircraft so as soon as the landing gear job was complete we would exit the hangar to do the engine runs to finish this visit. Mechanic asked me if they should remove the gear locks and I told them they could because as soon as hydro was shut off we would be ready be ready to roll.,,Technicians reported failure to follow procedures and communication issues caused an inadvertent nose landing gear retraction during operational checks following maintenance.
1997908,202305,1201-1800,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,25000,,CTAF ZZZ,Personal,PA-18/19 Super Cub,,1,Part 91,None,Personal,,Landing,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 38; Flight Crew Total 663; Flight Crew Type 7,,Situational Awareness,,,1997908,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Object; Ground Excursion Runway; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,,Aircraft Aircraft Damaged,Human Factors,Human Factors,Ground looped a SuperCub. Approach was stable; power was reduced as I crossed the threshold. Just before touching down; I started to lose directional stability. I attempted to add power for a go around; but did not apply enough right rudder and intersected a barbed wire fence along the runway. Both wing tips hit the ground; and damage was done from the fence and fence posts. I should have applied more right rudder and decided to go around sooner; instead of trying to save the landing.,,,,Super Cub pilot reported ground looping an aircraft during landing.
1998216,202305,0601-1200,ZZZZ.Airport,FO,,,0,,,,,,,,,,Air Carrier,B747-400,,3,Part 121,IFR,Cargo / Freight / Delivery,FMS Or FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,Wing Fairing,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Total 14100,,Workload; Time Pressure; Distraction,,,1998216,Aircraft X,Flight Deck,Air Carrier,Relief Pilot; Pilot Not Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Total 13000,,Distraction; Workload; Time Pressure,,,1998219,Aircraft Equipment Problem Less Severe; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Strike - Aircraft; Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Overcame Equipment Problem,Weather,Weather,I was the Captain for Aircraft X ZZZZ2-ZZZZ. Prior to departing ZZZZ1 I called Dispatch to query the weather over Country as the radar returns are often unreliable and to discuss the conditions in ZZZZ. My main concern was the wind and reported wind shear. ZZZZ; was forecasting winds that were out of our crosswind limitation for landing. I questioned our alternate as well; ZZZZ1 was also gusting up to 50 kts. Although it was gusting straight down the runway.Coming into ZZZZ; ATIS advised strong crosswinds and possible wind shear; but was now within limits for landing. We selected flaps 25 and appropriate speed additive for the reported winds. We were slightly under max landing weight; night; VMC on approach to XXL. We experienced some strong wind shear during approach 1-2 miles out; but still within our limits. Winds seemed to abate somewhat closer to the ground; until we experienced a 25-kt. loss below 50 ft. The aircraft dropped unexpectedly and essentially fell out of the sky; almost perfectly replicating the scenario we had recently trained for in the simulator. Without any GPWS alerts; we hit the runway and I immediately executed a rejected landing/go-around.I don't remember when we saw it; perhaps at 5000 ft. after the go-around; but the only discrepancy on EICAS was No Land 3. The Relief Pilot referenced the QRH; no steps required; and the First Officer (FO) cleared it. We reported the wind shear to ATC and requested vectors to XXR. (Some aircraft had also performed go-arounds but others were landing successfully. ATC preferred XXL due to a long line of departures for XXR.) The second approach was better; yet still challenging. Tower reported winds were less than the first; with winds at 220/18G22. We still experienced some strong wind shear 1-2 miles out but it was less than the first approach. Again; at perhaps 20 ft.; we experienced a 15-kt. speed loss but with our speed additive to Vref; the airplane was controllable unlike the first approach. During our rollout; Tower advised a microburst alert approach end for XXR immediately after our landing. We again reported what we experienced to ATC. I did hear them broadcast our 25-kt. speed loss below 50 ft. on the first approach; but we switched frequencies after the second landing. In either case; takeoffs and landings continued. No EICAS messages were noted other than No Land 3 after the first approach (during 2nd approach; the L Autopilot did not illuminate on the Mode Control Panel (MCP). After landing; we noted escape reels in the cockpit and an oxygen bottle in the back had come loose. After completing post-flight duties; the crew performed an exterior inspection. No pod scrapes; wing or gear damage; but a canoe just outboard of the right gear exhibited damage on the aft end and the right inboard flaps were not flush and appeared to be inhibiting the right inboard aileron. Canoe damage was likely from the first attempted landing/impact; unsure when the flap issue occurred. Surprised to see it as we did not receive any flap messages on either approach. As pilot flying; I don't see anything I would change. Our alternate was ZZZZ1; which had gusts to 50 kts.; but down the runway. We had no indication of any damage until after landing. My Relief Pilot (the pilot with the big picture) on both approaches; mentioned he did not have time to call for a go-around or advise of the speed loss because I recognized it; and as soon as I did and immediately reacted. I tried to be as proactive as possible; was monitoring the weather throughout the flight and solicited my crews input at every stage. The FO kept a sharp watch on speed changes on final; but by the time he could verbalize; I had already responded. Excellent teamwork and support between the crew on an extremely challenging night.In addition; I spoke with a Company crew who landed an hour and a half prior to us. They indicated they had a severe turbulence; a rough approach; and landing. They also mentioned the highnumber aircraft going around.,,Coming into ZZZZ; ATIS advised strong crosswinds and possible wind shear; but within limits for landing. We selected flaps 25 and appropriate speed additive for the reported winds. We were night VMC on approach to XXL. We experienced some strong wind shear during approach 1-2 miles out; but still within limits. Winds seemed to abate somewhat closer to the ground; until we experienced a 25-kt. loss below 50 ft. The nose dropped unexpectedly and the airplane fell out of the sky; almost perfectly replicating the scenario we had demoed in the sim recently. The Captain immediately executed a balked landing go-around and we went around. I don't remember when we saw it; perhaps at 5000 ft. after the go-around; but the only discrepancy on EICAS was No Land 3. I referenced the QRH; no steps required; and the First Officer (FO) cleared it. We reported the wind shear to ATC and requested vectors to XXR. (Some aircraft had also performed go-arounds but others were landing successfully. ATC preferred XXL due to a long line of departures for XXR.) The second approach was better; and Tower reported winds were less than the first; with gusts to 22. We still experienced some strong wind shear 1-2 miles out but it was less than the first approach. Again; at perhaps 20 ft.; we experienced a 15-kt. speed loss but with our speed additive to Vref; the airplane was controllable unlike the first approach. During our rollout; Tower advised a microburst alert for XXR immediately after our landing. (30 kt. loss at 1 mile off XXR?) We again reported what we experienced to ATC. I did hear them broadcast our 25-kt. speed loss below 50 ft. on the first approach; but we switched frequencies after the second landing. In either case; takeoffs and landings continued. No EICAS messages were noted other the No Land 3 after the first approach (during 2nd approach; the L Autopilot did not illuminate on the Mode Control Panel (MCP). After landing; we noted multiple escape reels in the cockpit and an oxygen bottle in the back had come loose. After completing post-flight duties; the crew performed an exterior inspection. No pod scrapes or gear damage; but a canoe just outboard of the right gear exhibited damage on the aft end and the right inboard flaps were not flush and appeared to be inhibiting the right inboard aileron. Canoe damage was likely from the first attempted landing/impact; unsure when the flap issue occurred. We were surprised to see it as we did not receive any flap messages on either approach or after landing. As Relief Pilot; as a crew; I don't see anything I would change. Our alternate was ZZZZ1; which had gusts to 50 kts.; but down the runway. (Captain had discussed the wisdom of that alternate with Dispatch prior to departure but Dispatch wanted to keep it and insisted it was fine.) We had no indication of any damage until after the successful landing. As the pilot with the big picture on both approaches; I did not have time to call for a go-around or advise of the speed loss because the Captain recognized it as soon as I did and immediately reacted. The Captain was proactive throughout the flight and solicited our input at every stage. The FO kept a sharp watch on speed changes on final; but by the time he could verbalize; the Captain had already responded. Excellent teamwork between the crew on an extremely challenging night.,,B747-400 flight crew reported a hard landing during a balked landing go-around which was followed by a windshear event on climb out. Subsequent approach resulted in a safe landing.
1998308,202305,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,Tower ZZZ,FBO,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,2,Part 91,None,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Wheels/Tires/Brakes,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Flight Instructor,,,Workload; Time Pressure; Distraction,,,1998308,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Ground Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,,Air Traffic Control Provided Assistance; Aircraft Aircraft Damaged; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Overcame Equipment Problem; General Maintenance Action,Aircraft,Aircraft,Student and check flight instructor were conducting a local flight. Upon landing Runway XX at ZZZ; the crew encountered a flat tire and momentarily lost then regained directional control of the aircraft. The crew did not attempt to exit the runway; and contacted ZZZ Tower to notify them of the situation. Company maintenance was contacted to replace the tire and the crew taxied back to the company ramp with no further issues.,,,,Flight Instructor reported a temporary loss of directional control during landing due to a flat tire. Maintenance was notified who replaced the tire and taxied the aircraft to ramp with no issues.
1998398,202305,,,,,,0,,,VMC,,,Daylight,,,,Personal,Light Sport Aircraft,,2,Part 91,None,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 21; Flight Crew Total 1700; Flight Crew Type 54,,Human-Machine Interface; Confusion; Situational Awareness,,,1998398,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Strike - Aircraft; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,N,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Human Factors; Procedure,Aircraft,Flight instructor was demonstrating landing. Aircraft touched down about halfway down 4;000 foot downward sloping runway at normal touchdown speed in a 3-point attitude. After touchdown; spoilers and wheel brakes were applied; however; wheel brakes had almost no braking effect. The student in the left seat pumped brake handle; however; braking action did not improve. The aircraft subsequently exited the end of the runway and was maneuvered into a ditch. The engine was shut off prior to exiting the runway. The tip of the wood propeller was damaged due to impact with an earth embankment. No other damage was incurred.,,,,Instructor pilot reported loss of braking action during landing roll out. The aircraft ran off the runway and into a ditch; resulting in damage to the propeller.
1999132,202305,1201-1800,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,Tower ZZZ,Air Carrier,A321,,2,Part 121,IFR,Passenger,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Main Gear Tire,L/H I/B,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Human-Machine Interface; Confusion; Situational Awareness; Communication Breakdown,Party1 Flight Crew; Party2 Flight Crew,,1999132,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Ground Event / Encounter Loss Of Aircraft Control,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Aircraft Aircraft Damaged; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Gate; Flight Crew Rejected Takeoff; General Maintenance Action,Procedure; Human Factors; Aircraft; Weather,Weather,While on the takeoff roll on Runway XXR at around 120-130 knots we get a strong yawing motion to the left and it felt similar to what we feel in the simulator during an engine failure. The captain called for the rejected takeoff and took control of the aircraft and we slowed down and were able to taxi off the runway and onto Taxiway 1 where we brought it to a stop and assessed the situation. After we determined that everything was fine and the aircraft could move back to the gate for the maintenance inspection we tried to taxi and were unable to move. An operations truck for the city of ZZZ was there and informed us that our left main tires had blown. After coordinating with ground and ZZZ operations we deplaned the passengers via air stairs and busses back to the terminal. It is my belief that we may have been hit by a dust devil on our takeoff roll and that is what caused the yaw to occur. The winds that day were mostly calm but; right before the yawing event and the rejected takeoff; I saw a piece of paper blowing very rapidly across the runway just in front of us. I noticed this at about the same time of the movement but I wasn't able to call out what I was seeing before we went through it. There isn't anything that I think would have been able to to prevent this event from happening. If it was in fact a dust devil that caused the yawing motion it was something that was unpredictable and happened so quickly we wouldn't have been able to avoid it.,,,,Pilot reported an uncommanded yaw during the takeoff roll. A rejected takeoff was performed and it was determined that both left main tires had deflated.
1999842,202305,1201-1800,ZZZ.Airport,US,,,1,,,VMC,10,,Daylight,12000,,CTAF ZZZ,FBO,Champion Citabria Undifferentiated,,1,,None,Training,,Landing,Visual Approach,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 140; Flight Crew Total 1119; Flight Crew Type 166,,Situational Awareness; Time Pressure; Troubleshooting; Workload,,,1999842,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Strike - Aircraft; Ground Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Regained Aircraft Control,Human Factors; Weather,Human Factors,Student evaluation flight in tailwheel aircraft; staying in pattern for landing evaluations. I was evaluating the students ability to conduct a three point landing in a tailwheel aircraft. On approach; I noticed that the student was bringing the nose back too high above the ground and reducing power; so I stopped their reduction of power and began adding throttle to recover from the low energy state. However; the nose kept coming back and the left quartering crosswind began to pick up the left wing; causing the right wing to drop. The right wing made contact with the ground as power was allowing the aircraft to become airborne again. I heard the wing come into contact with the ground and once I had gotten the aircraft in a stable position to land; I set the aircraft down and taxied back to the ramp. The low energy state with a left quartering crosswind is what I believe led to this incident. Keeping the aircraft on the ground after contact was not my choice of action because when the wing touched the ground the aircraft was not in a controllable state to land.,,,,Tailwheel instructor with trainee reported a wing tip strike during landing. Instructor regained control and continued to landing.
1999980,202305,1801-2400,ZZZ.Airport,US,,22,20,,,VMC,3,,Dusk,CLR,,,Recreational / Hobbyist (UAS),Potensic Dreamer Pro,,1,Recreational Operations / Section 44809 (UAS),,Recreational / Hobbyist (UAS),,Cruise,,Class G ZZZ,,,,,,,,,,,,N,,,Small,Multi-Rotor,VLOS,N,Manual Control,Open Space / Field,,Purchased,Number of UAS 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor / Field Station (UAS),,Recreational / Hobbyist (UAS),Person Manipulating Controls (UAS),Flight Crew Remote Pilot (UAS),,,Other / Unknown; Situational Awareness,,,1999980,,,,,,,,,,,,Inflight Event / Encounter Object,,,Person UAS Crew,In-flight,Aircraft Aircraft Damaged,Environment - Non Weather Related; Human Factors,Ambiguous,Written on Day 0 at XA:58. I was flying my Potensic Dreamer Pro recreationally at Location A; located in ZZZ. I was flying over the waters of [the] Lake. At one point during my flight; I decided to bring the drone in close to me to prepare for a diagonal; backwards ascent with the subject being me in the center of the frame. I started to do the backwards; manual ascent; at an altitude of about 20 feet AGL (MSL altitude is almost the same since the Park elevation is just a few feet above the water of [the] Lake) with the drone facing me but flying upwards and away from me (basically doing a dronie). Out of nowhere one of the propellers snapped in half and the drone fell into the water below; next to a path/stretch of rocks. I went to go retrieve it and found it to be completely destroyed and useless. On my way back to my car; two guys in their gray/silver cars told me they believe they saw passenger(s) in a pickup truck at the back of the parking lot shoot it down with likely either an airsoft gun or BB gun. It makes sense; because I was flying completely unobstructed with no other UAS in the area and no bird or birds flew into my drone. I was flying in a completely open space and did my pre-flight check; knowing I did everything correctly and screwed on the propellers correctly. All of that leaves to believe it was shot down because the propeller just doesn't snap in half like that unless the drone flew into an object; or something flew into it; which both did not happen. I also did not activate the emergency propeller stop function as the drone doesn't even come with that feature. Also; just before takeoff; I heard someone say 'what if we shot down the drone?' And they were right near the pickup truck. I thought nothing of it because I thought they were joking and being sarcastic. Bad aeronautical decision making (ADM) on my part; lesson learned. This incident took place on Day 1 during civil twilight. I had the aircraft registered under part 107 with the expiration date being Day 2. I recently canceled the registration with the reason being 'damaged' as of yesterday; Day 1. I contacted my instructor from an online organization on what to do. He said to report it here as a safety event. That was not one of the options up top so I chose 'uncontrolled descent from the sky' and 'other: apparent gunshot at drone'. I did not call law enforcement and I am not sure if I need to report this to the NTSB or FAA or neither; if no report needs to be made at all.,,,,Hobby/recreational UAS pilot reported they believe an object struck the UAS during flight causing a crash.
2000313,202305,,,,,,0,,,,,,,,,,Air Carrier,B777-200,,,Part 121,IFR,Passenger,,Parked,,,N,N,N,N,Scheduled Maintenance,Inspection; Installation; Testing; Work Cards,,,,,,,,,,,,,,,,,,Trailing Edge Flap,,,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,,Air Carrier,Technician; Lead Technician,Maintenance Avionics; Maintenance Powerplant; Maintenance Airframe,,,Human-Machine Interface; Situational Awareness,,,2000313,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Equipment Issue; Ground Event / Encounter Object,,,Person Maintenance,Aircraft In Service At Gate,Aircraft Aircraft Damaged; General Maintenance Action,Procedure; Aircraft; Human Factors,Procedure,I am an Avionics Lead Technician and had men assigned to work a Number 11 spoiler harness change. In an attempt to expedite the job; retrieved a scissor lift and while raising into position; sustained damage to TE right OB flap not realizing lift was not in far enough.,,,,Avionics Lead Technician reported ground damage from an improperly positioned scissors lift contacting the TE right OB flap.
