_ACN,Time_Date,Time_Local Time Of Day,Place_Locale Reference,Place_State Reference,Place_Relative Position.Angle.Radial,Place_Relative Position.Distance.Nautical Miles,Place_Altitude.AGL.Single Value,Place_Altitude.MSL.Single Value,Place_Latitude / Longitude (UAS),Environment_Flight Conditions,Environment_Weather Elements / Visibility,Environment_Work Environment Factor,Environment_Light,Environment_Ceiling,Environment_RVR.Single Value,Aircraft 1_ATC / Advisory,Aircraft 1_Aircraft Operator,Aircraft 1_Make Model Name,Aircraft 1_Aircraft Zone,Aircraft 1_Crew Size,Aircraft 1_Operating Under FAR Part,Aircraft 1_Flight Plan,Aircraft 1_Mission,Aircraft 1_Nav In Use,Aircraft 1_Flight Phase,Aircraft 1_Route In Use,Aircraft 1_Airspace,Aircraft 1_Maintenance Status.Maintenance Deferred,Aircraft 1_Maintenance Status.Records Complete,Aircraft 1_Maintenance Status.Released For Service,Aircraft 1_Maintenance Status.Required / Correct Doc On Board,Aircraft 1_Maintenance Status.Maintenance Type,Aircraft 1_Maintenance Status.Maintenance Items Involved,Aircraft 1_Cabin Lighting,Aircraft 1_Number Of Seats.Number,Aircraft 1_Passengers On Board.Number,Aircraft 1_Crew Size Flight Attendant.Number Of Crew,Aircraft 1_Airspace Authorization Provider (UAS),Aircraft 1_Operating Under Waivers / Exemptions / Authorizations (UAS),Aircraft 1_Waivers / Exemptions / Authorizations (UAS),Aircraft 1_Airworthiness Certification (UAS),Aircraft 1_Weight Category (UAS),Aircraft 1_Configuration (UAS),Aircraft 1_Flight Operated As (UAS),Aircraft 1_Flight Operated with Visual Observer (UAS),Aircraft 1_Control Mode (UAS),Aircraft 1_Flying In / Near / Over (UAS),Aircraft 1_Passenger Capable (UAS),Aircraft 1_Type (UAS),Aircraft 1_Number of UAS Being Controlled (UAS),Component_Aircraft Component,Component_Manufacturer,Component_Aircraft Reference,Component_Problem,Aircraft 2_ATC / Advisory,Aircraft 2_Aircraft Operator,Aircraft 2_Make Model Name,Aircraft 2_Aircraft Zone,Aircraft 2_Crew Size,Aircraft 2_Operating Under FAR Part,Aircraft 2_Flight Plan,Aircraft 2_Mission,Aircraft 2_Nav In Use,Aircraft 2_Flight Phase,Aircraft 2_Route In Use,Aircraft 2_Airspace,Aircraft 2_Maintenance Status.Maintenance Deferred,Aircraft 2_Maintenance Status.Records Complete,Aircraft 2_Maintenance Status.Released For Service,Aircraft 2_Maintenance Status.Required / Correct Doc On Board,Aircraft 2_Maintenance Status.Maintenance Type,Aircraft 2_Maintenance Status.Maintenance Items Involved,Aircraft 2_Cabin Lighting,Aircraft 2_Number Of Seats.Number,Aircraft 2_Passengers On Board.Number,Aircraft 2_Crew Size Flight Attendant.Number Of Crew,Aircraft 2_Airspace Authorization Provider (UAS),Aircraft 2_Operating Under Waivers / Exemptions / Authorizations (UAS),Aircraft 2_Waivers / Exemptions / Authorizations (UAS),Aircraft 2_Airworthiness Certification (UAS),Aircraft 2_Weight Category (UAS),Aircraft 2_Configuration (UAS),Aircraft 2_Flight Operated As (UAS),Aircraft 2_Flight Operated with Visual Observer (UAS),Aircraft 2_Control Mode (UAS),Aircraft 2_Flying In / Near / Over (UAS),Aircraft 2_Passenger Capable (UAS),Aircraft 2_Type (UAS),Aircraft 2_Number of UAS Being Controlled (UAS),Person 1_Location Of Person,Person 1_Location In Aircraft,Person 1_Reporter Organization,Person 1_Function,Person 1_Qualification,Person 1_Experience,Person 1_Cabin Activity,Person 1_Human Factors,Person 1_Communication Breakdown,Person 1_UAS Communication Breakdown,Person 1_ASRS Report Number.Accession Number,Person 2_Location Of Person,Person 2_Location In Aircraft,Person 2_Reporter Organization,Person 2_Function,Person 2_Qualification,Person 2_Experience,Person 2_Cabin Activity,Person 2_Human Factors,Person 2_Communication Breakdown,Person 2_UAS Communication Breakdown,Person 2_ASRS Report Number.Accession Number,Events_Anomaly,Events_Miss Distance,Events_Were Passengers Involved In Event,Events_Detector,Events_When Detected,Events_Result,Assessments_Contributing Factors / Situations,Assessments_Primary Problem,Report 1_Narrative,Report 1_Callback,Report 2_Narrative,Report 2_Callback,Report 1_Synopsis
1943492.0,202210.0,,,,,,0.0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2.0,Part 121,IFR,Passenger,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,Tail Boom,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Safety Related Duties,Communication Breakdown,Party1 Flight Attendant; Party2 Flight Crew,,1943492.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Strike - Aircraft; Ground Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew; Person Passenger; Person Flight Attendant,In-flight,Aircraft Aircraft Damaged; General Work Refused; General Flight Cancelled / Delayed; General Maintenance Action,Human Factors,Human Factors,There was an initial hard landing and second contact with the runway which was the tail strike. The plane then proceeded to skid from side to side in an aggressive manner before coming to a halt. I heard an audible gasp of relief from the passengers in the back of the plane. Once the passengers deplaned; the pilots left the aircraft without a debriefing. We had to inform the incoming pilots about what had just occurred. The new Captain informed us there was now a leak where the tail strike was. Maintenance was contacted and attempted to repair the leak. Maintenance wanted to defer the aircraft to have it flown to ZZZ. The Captain ultimately didn't feel safe with this decision and made the call for a new aircraft.,,,,Air Carrier Flight Attendant reported a tail strike and aggressive runway skidding. Once the passengers deplaned the Captain departed without a debrief to the Flight Attendant who informed the new Captain; who refused the aircraft.
1943516.0,202210.0,1201-1800,ZZZ.Airport,US,,,0.0,,,VMC,12,,Daylight,,,Center ZZZ,Corporate,PC-12,,1.0,Part 91,IFR,Personal,,Initial Climb,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Turbine Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Single Pilot; Pilot Flying,Flight Crew Instrument; Flight Crew Commercial; Flight Crew Multiengine,Flight Crew Last 90 Days 23; Flight Crew Total 4598; Flight Crew Type 3229,,Situational Awareness; Time Pressure,,,1943516.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Taxiway,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed As Precaution; Flight Crew Returned To Departure Airport; General Maintenance Action,Aircraft; Human Factors,Human Factors,On takeoff roll pilot noticed engine was running too hot. After takeoff pilot notified ATC that he was turning back to the airport. Aircraft entered a left downwind for Runway XX and made a routine landing with engine running hot. In an effort to stop quickly pilot over braked causing the two main tires to flatten. Pilot did not want to shut down the airport so taxied off the runway to a parallel taxiway and tried to move the aircraft to the side so as to not shut the taxiway. This caused one of the flat mains to be in the grass on the side of the taxiway. The plane was still blocking the taxiway so it had to be shut down. Parts arrived in 2 days and the aircraft was moved and repaired. There was no damage to equipment other than the tires and nobody was hurt.,,,,PC-12 pilot reported an overheating engine immediately after takeoff. After returning to the departure airport; the pilot experienced a loss of aircraft control and a taxiway excursion; due to excessive braking and tire failure.
1943540.0,202210.0,1201-1800,ZZZ.Airport,US,,,0.0,,,,10,,Daylight,,,Tower ZZZ,Personal,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,1.0,Part 91,VFR,Training,,Landing,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 25; Flight Crew Total 26; Flight Crew Type 26,,Time Pressure; Distraction; Situational Awareness,,,1943540.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Strike - Aircraft; Ground Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Unstabilized Approach,,,Person Other Person,Other Post Flight,Aircraft Aircraft Damaged; Flight Crew Regained Aircraft Control; General Maintenance Action,Human Factors; Procedure,Human Factors,I was approaching ZZZ on a solo XC. The flight was going as expected until I was within the Class D airspace for ZZZ. I was expecting ZZZ Center to hand me off to ZZZ Tower and never heard the handoff or I missed the call while trying to get the ATIS for ZZZ. I switched to ZZZ Tower asking for a full stop taxi back. I was cleared for Runway XX straight in on about a 6 mile final. From the ATIS and my preflight briefing I was expecting Runway XY so I was already a bit higher and faster than I intended to be. I committed to the landing instead of doing a go around and realized quickly that I was going to be faster than I expected and when I touched down the aircraft bounced back up off the runway. I tried to pitch up to hold it in ground affect until some of the speed would bleed off as I had a lot of runway left but the aircraft touched back down sooner than expected and bounced again. I didn't think I'd be able to add power back and attempt to retake off for a go-around so I committed to the landing. I bounced another time or two before the aircraft finally lost enough airspeed for me to taxi off the runway on the taxiway that Tower cleared me for.I didn't think anything of it beyond it being a much rougher landing than I expected. Tower asked if I wanted to taxi to the FBO or back to the runway for takeoff. I opted to taxi back for takeoff. Tower immediately cleared me to take off Runway XX and asked me to report clear of the airspace. I took off without incident and started my trip back to ZZZ1. I reached cruising altitude when I expected and flew back to ZZZ1 at 4500 MSL. As I neared the river I noticed the aircraft was descending slightly. I didn't think much of it since I was having to adjust the trim periodically to keep me straight and level. I increased some power to get me back to 4500 and continued the flight back to ZZZ1. Once within ZZZ1 airspace Approach handed me off to Tower and I landed on Runway YY without incident and was a very stable and clean landing. I taxied back to ramp per ATC instruction and proceeded with the shutdown procedure. I recorded tach and hobbs time and then proceed to grab my flight bag; iPad; and the binder we keep in the aircraft as part of rental checkout. I shut the door and immediately went to look for chocks on the chock rack where I normally expect to find them. There were none there available for the aircraft so I went inside to ask one of the instructors about it. I was told that if the FBO didn't leave any out to just leave it. I normally do my post flight inspection as I chock the wheels so I missed this part of my post flight when I went inside to ask about the chocks and never went back out. I proceeded to log my time in my logbook and wrap up some of the post flight check-in of the aircraft with the flight school. At this point one of the other members of the flight school came in and said that the propeller was bent on the aircraft. We went out and inspected it and immediately took the aircraft out of service for being un-airworthy and discussed what happened on the XC. After discussing the flight with some of the instructors at the flight school it became clear to me that I should have used my aeronautical decision making to immediately elect for a go around so that I could have a stabilized approach into ZZZ. I was flustered; nervous; and caught off guard when things didn't occur as previously practiced with my instructor and being embarrassed about my poor landing it never occurred to me that I could have had a prop strike as a result of the landing.,,,,PA-28 student pilot reported a prop strike during landing procedure.
1943552.0,202210.0,1201-1800,ZZZ.Airport,US,,8.9,174.0,,,VMC,10,Excessive Wind (UAS),Daylight,CLR,,,Commercial Operator (UAS),DJI Phantom 4 Pro V2,,1.0,Part 107,,Photo Shoot / Video,,Cruise,,Class G ZZZ,,,,,,,,,,,,N,,,Small,Multi-Rotor,VLOS,N,Manual Control,People / Populated Areas; Open Space / Field,,Purchased,Number of UAS 1,GPS Module (UAS),DJI,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor / Field Station (UAS),,Commercial Operator (UAS),Person Manipulating Controls (UAS),Flight Crew Remote Pilot (UAS),Flight Crew Total (UAS) 500; Flight Crew Type (UAS) 100,,Troubleshooting; Situational Awareness,,,1943552.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fly Away (UAS); Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Weather / Turbulence,,,Person UAS Crew,In-flight,Aircraft Lost / Unrecoverable (UAS); Aircraft Lost Link (UAS),Aircraft; Software and Automation,Ambiguous,Clear day; sunny; 45 degrees Fahrenheit; Wind from west approximately 15 MPH. Launched from a small city park in Location A. Hovered approximately 10 ft. until I got the Green GPS lock; then rose to 140 ft. rotated around to view possible obstacles. Ascended to approximately 170 ft. and began to fly a bit further west to get better view of my location and then lost GPS mode. Went into Attitude (ATTI) mode. Tried to find my ground location visually but wind had already pushed it so I didn't know which way it drifted. Then lost connection totally with the controller. Attempted to do a Return To Home but without GPS and lost connection was unable to bring it back.  Wind was blowing east at approximately 15 MPH. I waited 30 minutes trying to establish contact; but post battery had run out if it hadn't landed or crashed by then. I had flown successfully last on Day 1 for 4 batteries and over 9;800 ft. total distance with no issues. Never had it totally lose connection like that.,Reporter indicated they lost VLOS of the UAS and it was unrecoverable. Further research after the incident the reporter learned the UAS has a GPS mismatch error which they believe was the root cause of the flyaway.,,,Part 107 UAS pilot reported flying during windy conditions when a lost link occurred and the UAS flew away.
1943608.0,202210.0,0601-1200,ZZZ.Airport,US,,,0.0,,,VMC,,,Daylight,,,,Air Carrier,B737 Undifferentiated or Other Model,,2.0,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Wheels/Tires/Brakes,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 198; Flight Crew Total 4477; Flight Crew Type 4477,,Communication Breakdown; Confusion,Party1 Flight Crew; Party2 Ground Personnel,,1943608.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,N,Person Ground Personnel,Routine Inspection; Aircraft In Service At Gate,Aircraft Aircraft Damaged; General Flight Cancelled / Delayed; General Maintenance Action,Human Factors; Aircraft,Aircraft,Captain landed flaps 30 brakes 3 in ZZZ around 145;000 pounds and stopped normally for a rather short taxi back to the gate. Landing was normal in Touch Down zone and on speed. Brakes seemed to work normally and did not chatter when we came to a stop at the Gate. Parking and checklists were complete when we started to retrieve flight plans for the next flight. A ground support personnel came up to the flight deck and said; 'you know you are on fire right?' The Captain was already off the flight deck and told the last remaining 4 passengers and the 4 flight attendants (FA) to get off the aircraft. The APU was running with no fire indication; however we had no ground power; so I delayed shutdown as there was no evidence of fire and I wanted to ensure we had radios to call for crash fire rescue (CFR). I ran to the back as the FAs were delayed deplaning because there was a passenger waiting for his younger brother to get off the airplane (which had not previously been visible). The Captain ran downstairs to see what was on fire and initially was told we had smoke coming from a pitot tube; but was then show the number 2 brake smoldering. The fire was out; but we had gotten the rest of the passengers and FAs off while we determined whether or not we needed CFR. A fire truck was in between our aircraft and the plane next door; which lead me to believe CFR had already been called. The fire truck was actually paramedics for the other flight. At this point; there was no fire and we called Maintenance. I coordinated with ground personnel and the Captain released the parking brakes to aid with cooling. After about 15 minutes; the tire slowly deflated. The next days Maintenance Release stated that grease had leaked from a dust seal and was the source of the fire. Both wheels and brake assemblies were replaced and we flew the aircraft back to ZZZ1 uneventfully.,,,,First Officer reported a brake fire event was caused by grease dripping down on hot brakes after arriving at the gate. Ground personnel extinguished the fire with no other issues.
1943813.0,202210.0,0601-1200,ZZZ.Airport,US,,10.0,150.0,,,VMC,10,,Daylight,CLR,,,Government,DJI Matrice 600 Pro,,1.0,Part 107,,Agriculture,,Cruise,,Class G ZZZ,,,,,,,,,,,,N,,,Small,Multi-Rotor,VLOS,N,Waypoint Flying,Open Space / Field,,Purchased,Number of UAS 1,GPS Module (UAS),DJI,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor / Field Station (UAS),,Government,Person Manipulating Controls (UAS),Flight Crew Remote Pilot (UAS),Flight Crew Last 90 Days (UAS) 5; Flight Crew Total 22; Flight Crew Total (UAS) 22; Flight Crew Type (UAS) 7,,Confusion; Troubleshooting,,,1943813.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of VLOS (UAS); Inflight Event / Encounter Fly Away (UAS); Inflight Event / Encounter Loss Of Aircraft Control; Inflight Event / Encounter Object,,,Person UAS Crew,In-flight,Aircraft Aircraft Damaged; Aircraft Lost Link (UAS),Aircraft; Environment - Non Weather Related; Software and Automation,Ambiguous,On Day 0; my coworkers and I headed to Location A; to fly the research unit's drone to collect soybean maturity images. The drone model is the Matrice 600 pro with recently up to date firmware from DJI Assistant and attached is the Zenmuse Z30 camera run on firmware V01.00.07.10. It was a clear day with few clouds in the area; visibility was great; and the winds were low at 7 mph. I set up the drone following manual protocols; checked pre-flight take off list; and set up our flight map. We use the app Pix4D Capture to fly our missions by creating grid flight maps to capture large orthomosaics. The flight mission was supposed to take 10 minutes and 43 seconds; with an altitude set at 150 ft; and a grid dimension of 171ft. X 328ft. Once the drone turned on and connected to the controller and app; I set the home set point location. The drone passed all pre-flight checks in the Pix4D Capture app and took off to start its mission. At the very end of the flight the drone controller started to beep; due to the low battery warning set at 30% battery life. At this point; the drone then took off at a higher speed; 90 degrees from its intended path of flight. When I saw that the drone was acting abnormally from it's intended flight plan; I pressed the 'Return to Home' button on the remote controller; however the drone did not respond. As I kept pressing the return to home button; the drone continued to fly farther away from us and the home set point; quickly losing sight due to the distance. I no longer could see the GPS location of the drone on the Pix4D Capture app. I then tried to manually take control of the drone; but it kept flying away even with manual input. We began to lose sight of the drone in the tree line and once that happened; we drove to its last visual location. After looking for the drone; we found it had hit a tree. There was no injury to anyone and no damage to property besides the drone itself.I have been flying this drone for almost two years; using the same Pix4D Capture app and have never had anything to this extreme happen before. After doing research online; I saw that this can occur and what had happened was a 'flyaway'. I looked further into flyaways and saw that most flyways happen when the link between the controller and the drone gets severed. This can be caused by electromagnetic interference; which can cause compass interference in the drone and controller connection loss. After researching further; I believe there was an electromagnetic interference causing the drone to have compass issues; making the drone not know the location where it was and disconnecting the controller to the drone. So; when this disconnect happened and a fail-safe return to home happened; however the drone didn't know where the set return to home location was; taking off in the opposite direction to find the home point. This is my theory after doing some research and from what I experienced that day.,,,,Part 107 UAS pilot reported a lost link during flight. During the flyaway the UAS struck a tree and crashed.
1943872.0,202210.0,1201-1800,,,,,,,,,,,Daylight,,,,Air Carrier,B737-700,,2.0,Part 121,,Passenger,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Waste Water Disposal System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 150; Flight Crew Type 17000,,Communication Breakdown,Party1 Flight Crew; Party2 Maintenance,,1943872.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Flight Deck / Cabin / Aircraft Event Other / Unknown,,,Person Flight Crew; Person Flight Attendant,In-flight,Aircraft Aircraft Damaged; General Release Refused / Aircraft Not Accepted; General Maintenance Action,Aircraft; Human Factors; MEL,Aircraft,Received aircraft XXX in ZZZ; with a history of forward lavatory issues documented and subsequently cleared in the logbook. Approximately halfway between ZZZ and ZZZ1; we were advised; by the Flight Attendant; that the forward lav was leaking sewage onto the floor. Sewage then began seeping into the flight deck from under the second jump seat. The First Officers bag was damaged with the sewage spill. Brown sewage was also leaking into the flight deck area behind the center pedestal. We continued into ZZZ1 for an uneventful landing. Maintenance was notified and a logbook entry was made. ZZZ1 Maintenance removed the toilet seat cover to find a leaking line that they were unable to repair. The forward lavatory was locked and deferred per MEL XX-X-XX Lavatory Not Used. About halfway into our next flight; ZZZ1 to ZZZ2; the sewage reappeared in the same areas. The Flight Attendant then called to say the lav smelled horrible and that the aircraft was unsafe to continue on. I agreed and sent a Maintenance Message informing ZZZ2 Maintenance of the issue. We landed safely in ZZZ2 and assumed the aircraft would be grounded. I contacted Maintenance through Dispatch; to tell them the Supervisor on Duty should put in a swap. I met local Maintenance and advised them of a puddle of sewage on the flight deck. I told them it was unsafe for use and they agreed saying; 'We'll take it to the hangar.' Walking to my car; I was contacted on my personal phone by Scheduling; saying I had to call Maintenance Control. I then called Maintenance Control and was told with an attitude that 'I just can't ground an aircraft and walk away; and where's the write-up?' I then replied 'hold on a second;' to which the Controller responded; 'NO YOU HOLD ON A SECOND!'I then told him that I would walk back across the street to write it up. However; it was now on a deferral and had flown around for two days without being repaired; while creating an unsafe environment for passengers and crew. He then said; 'What do you want in the logbook?'; to which I replied 'aircraft unsafe for use due to forward lavatory leaking sewage into flight deck area and Flight Attendants report forward lavatory excessive sewage smell' He then hung up. I simply didn't see the need for additional logbook write-ups when Maintenance was literally standing in a pool of sewage in the flight deck. Apparently the previous deferral didn't work. However; the Maintenance Controller was apparently unhappy with me for not re-entering the deferral??? I have never received a personal phone call; while off duty; or been treated so disrespectful; by another employee in my over XX years at this Company. The pressure and coercion to keep aircraft in service is a severe Safety issue to our passengers and crew. The Maintenance Controller should be removed from duty and retrained. Personally contacting a Captain to tell him he can't ground an aircraft without a logbook entry; is promoting a hostile; unsafe work environment. I exercised my Captains authority to provide a safe; hospitable environment for my passengers and crew; by grounding the aircraft. My First Officer and I both returned home from our trips with sewage-laden bags. My bag was subsequently left in the sewage when my First Officer pulled his bag out. The Flight Attendant was required to serve drinks out of a galley adjacent to this lavatory for two flights; thanks to our Maintenance Operation's incompetence. I wrote it up and was in compliance with our MEL procedures. I then followed up to Dispatch and Maintenance Control; only to be met with attitude and told you can't do that. The Company should issue vouchers to the passengers affected on this flight from ZZZ1 to ZZZ2. The Company should offer to replace the First Officer's and Captain's luggage and issue a stipend for belongings damaged.,,,,B737-700 flight crew reported lavatory leaking into cabin and cockpit area.
1944317.0,202210.0,,,,,,0.0,,,,,Poor Lighting,,,,,Air Carrier,A321,,,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Ramp,,,,Confusion; Communication Breakdown; Situational Awareness,Party1 Ground Personnel; Party2 Flight Crew,,1944317.0,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Aircraft,,,Person Ground Personnel,Aircraft In Service At Gate,Aircraft Aircraft Damaged; General Flight Cancelled / Delayed,Human Factors; Environment - Non Weather Related,Environment - Non Weather Related,I was on a crew. I went out to gate X to get ready for the tow and I'm not sure exactly what happened. All I know is my tug was hit and it probably because of the lighting and we literally never tow from gate X so it was sort of a new are/spot for us. I realized when he hit my tug. I'm not sure why I'm assuming because of the no light. Crew chief came to see if I was ok and he called on the radio for a manger immediately. Suggestions: Air horn.,,,,A Tug Driver reported their tug was struck by an aircraft.
1944355.0,202210.0,1201-1800,ZZZ.Airport,US,,22.0,,3500.0,,VMC,10,,Daylight,7000,,,FBO,Any Unknown or Unlisted Aircraft Manufacturer,,2.0,Part 91,VFR,Training,,Cruise,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Cowling,,,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 72; Flight Crew Total 329; Flight Crew Type 63,,Time Pressure; Confusion,,,1944355.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Other / Unknown,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Aircraft Aircraft Damaged; Flight Crew Diverted; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed As Precaution,Aircraft,Aircraft,I was doing a training flight with my instrument student knocking out some cross-country time and simulated instrument. On our final leg home from ZZZ1 to ZZZ2 we were cruised out at 3500MSL at about 118TAS and 130ish GS. We had everything set up for our final approach for the day and were cruised out to get home the the last airport. We were on VFR flight following and talking to Departure. My student was at the controls and I was PM (Pilot Monitoring). We were having a discussion about VORs so I looked down at my IPAD to find the nearest one to teach him a few things on the way since we had some free time. As I was looking down he called out bird strike; I immediately took controls and called it out to ATC. I asked for vectors to the nearest airport and ATC gave me a heading to fly. The front right cowling on the plane had ripped completely off and went up and over the plane. Fortunately it did not hit the tail. They asked if I wanted to declare an emergency but I declined for the time being as I still had positive aircraft control. They gave me weather and vectors for ZZZ. They also gave me a phone number to copy as well but stated they just wanted to know that we made it safely to the ground as we had to switch to CTAF. We called on the ground and assessed the damage. After looking at the damage it was not a bird strike it was just the cowling that ripped off. I reported bird strike because that was what my student called out and my head was down for the first loud noise. I watch the cowling rip off and go up and over took about 3 seconds. The plane is safe on the ground and both me and my student are okay.,,,,Flight Instructor reported the failure and separation of an engine cowl while conducting training; resulting in a diversion to the nearest suitable airport.
1944373.0,202210.0,0601-1200,ZZZ.Airport,US,,,0.0,,,VMC,,,Daylight,,,Tower ZZZ,Corporate,Military Trainer,,2.0,Part 91,,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Pilot Flying; Instructor,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Flight Instructor,Flight Crew Last 90 Days 40; Flight Crew Total 3600; Flight Crew Type 8,,Situational Awareness,,,1944373.0,Aircraft X,Flight Deck,Corporate,Instructor; Pilot Not Flying,Flight Crew Flight Instructor; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Flight Crew Last 90 Days 45; Flight Crew Total 17200; Flight Crew Type 600,,,,,1944368.0,Ground Event / Encounter Object; Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged,Human Factors; Weather,Human Factors,During simulated engine failure on short final during gusty conditions aircraft settled quickly and touched down on approach end of runway. Aircraft right flap trailing edge clipped the REIL light on the end of the runway. In future simulated engine failure landings I will pick a landing aim point further down the runway.,,During training of a simulated engine failure; on short final during gusty conditions; airplane settled quickly and touched down right on approach end of runway. The aircraft right flap trailing edge touched the REIL light on the end of the runway. On future training of this maneuver we will focus on a point further down the runway.,,Instructor and student flying a retired military training aircraft reported landing short and striking a REIL light during training for a simulated engine failure.
